tile_index, x, y, z
0.000000,0.666044,6.054591,5.125329
0.000000,1.250225,6.095668,5.193645
0.000000,-0.206016,4.213615,4.762185
0.000000,-0.667563,3.926008,4.357901
0.000000,-0.608207,4.060046,4.330633
0.000000,2.031436,6.983315,5.299181
0.000000,9.693562,5.615899,6.064143
0.000000,13.210567,2.347401,5.305868
0.000000,13.437057,2.112662,5.241838
0.000000,0.851236,5.495066,4.640508
0.000000,1.545134,6.645369,5.077641
0.000000,9.406818,5.654742,6.068044
0.000000,3.804562,7.848046,5.875165
0.000000,8.239611,6.607020,6.322804
0.000000,13.465860,2.077474,5.197235
0.000000,5.492883,8.140392,6.435757
0.000000,5.406785,8.065915,6.418578
0.000000,8.240543,5.958688,6.192449
0.000000,6.351208,7.686010,6.448472
0.000000,6.739549,7.149627,6.352499
0.000000,6.741374,7.172263,6.358459
0.000000,6.633140,7.118091,6.319312
0.000000,6.125257,7.595566,6.413855
0.000000,5.429386,8.292652,6.387874
0.000000,5.654541,8.232343,6.456282
0.000000,5.699123,8.034197,6.457295
0.000000,8.278723,6.369222,6.235137
0.000000,11.137715,4.598901,5.425550
0.000000,5.336815,8.397049,6.310755
0.000000,8.218772,6.025182,6.177383
0.000000,6.717281,7.059885,6.287923
0.000000,9.623876,5.721142,5.998818
0.000000,8.012841,6.786455,6.314728
0.000000,4.109380,6.745499,5.815689
0.000000,4.313447,7.809231,6.022397
0.000000,6.527738,6.705564,6.218599
0.000000,3.288407,6.509241,5.568762
0.000000,2.519356,5.117063,5.255113
0.000000,-0.452238,3.733601,4.466044
0.000000,-1.017516,3.166269,3.841955
0.000000,-2.502419,0.780422,3.339242
0.000000,-2.800476,-0.500790,2.820822
0.000000,-2.005183,1.690380,3.285107
0.000000,1.819751,7.444337,5.349349
0.000000,0.290554,5.649726,4.891159
0.000000,-2.583100,0.717701,3.374155
0.000000,-0.511999,4.333685,4.497812
0.000000,-1.438665,2.737220,3.693366
0.000000,-1.919357,1.899289,3.522851
0.000000,-1.178692,2.632015,3.986897
0.000000,-2.002119,1.494322,3.651746
0.000000,-2.947351,-0.607746,2.937950
0.000000,-2.906430,-0.678291,2.843564
0.000000,-2.733155,-0.262983,2.836669
0.000000,-2.859852,-0.309035,3.010749
0.000000,-2.509180,0.335054,2.949248
0.000000,-2.842241,-0.337646,2.997422
0.000000,-2.890328,-0.558216,2.890622
0.000000,-2.866017,-0.557381,2.811073
0.000000,-1.717926,2.232414,3.509988
0.000000,-0.846490,3.539032,4.109980
1.000000,1.187987,6.247860,5.111710
1.000000,3.543019,9.032461,5.861996
1.000000,4.812529,6.441606,5.887693
1.000000,2.590731,6.158009,5.293121
1.000000,1.873033,7.412803,5.329239
1.000000,-0.347672,4.577398,4.671831
1.000000,-1.520616,2.735688,3.710541
1.000000,-2.106740,1.731732,3.419795
1.000000,-1.559926,2.423817,3.559537
1.000000,-0.285354,4.107680,4.113407
1.000000,9.087803,5.958487,6.140606
1.000000,5.839019,8.100885,6.486758
1.000000,3.789831,8.565225,5.982261
1.000000,3.201900,8.382591,5.754528
1.000000,0.088648,5.383461,4.834285
1.000000,-1.425005,2.572285,3.636886
1.000000,2.037918,4.334479,4.959941
1.000000,11.720382,4.078961,5.350306
1.000000,10.485929,4.844656,5.851091
1.000000,2.281465,4.497135,5.062746
1.000000,2.486942,5.181533,5.243764
1.000000,-0.866778,3.277871,3.724830
1.000000,-2.340766,0.497531,3.036327
1.000000,-1.892025,1.729020,3.494838
1.000000,-2.333306,0.491126,3.017847
1.000000,3.299989,8.322500,5.721036
1.000000,0.853487,5.094345,4.927476
1.000000,1.492704,4.834799,4.965484
1.000000,0.135731,4.201072,4.569122
1.000000,2.795967,8.079953,5.586801
1.000000,8.597591,5.996409,6.172317
1.000000,1.142744,4.978002,5.037671
1.000000,-0.105687,4.564583,4.329630
1.000000,2.472765,5.086498,5.236908
1.000000,10.352171,5.174972,5.697483
1.000000,2.432523,7.087733,5.570549
1.000000,-0.432966,4.129549,4.288393
1.000000,-0.060892,4.164207,4.086083
1.000000,-0.100332,4.220711,4.162738
1.000000,1.320374,6.450854,4.934156
1.000000,0.900258,5.629529,4.625978
1.000000,6.009508,7.885211,6.440948
1.000000,0.628204,4.813504,4.597908
1.000000,4.888912,7.755172,6.214455
1.000000,6.709819,6.470428,6.197720
1.000000,2.150197,7.781495,5.417880
1.000000,2.135328,7.743472,5.414273
1.000000,2.233798,7.835164,5.460503
1.000000,2.418303,7.804953,5.507079
1.000000,6.292140,6.569983,6.169922
1.000000,9.489301,5.901284,6.067451
1.000000,4.163730,8.839702,6.044806
1.000000,3.543974,9.037020,5.820909
1.000000,3.036551,8.587920,5.669037
1.000000,3.780971,8.631142,5.845647
1.000000,3.934238,8.540769,5.952140
1.000000,3.719090,8.739176,5.844316
1.000000,2.523239,7.325013,5.499532
1.000000,2.231833,6.844783,5.393550
1.000000,1.315408,5.259739,5.047691
1.000000,3.952609,6.852103,5.782371
1.000000,7.752298,6.886311,6.385318
1.000000,13.135790,2.498403,5.347258
1.000000,8.613718,5.858401,6.129063
1.000000,0.761781,4.722990,4.527023
1.000000,0.982620,4.981018,4.661140
1.000000,2.773956,6.405217,5.367638
1.000000,8.093944,6.728568,6.295783
1.000000,9.400227,5.942419,6.085255
1.000000,13.510321,2.392194,5.579751
1.000000,8.952726,6.023230,6.136775
1.000000,9.151507,5.895367,6.052562
1.000000,10.367157,4.978696,5.828694
1.000000,11.842807,3.742164,5.535076
1.000000,11.519547,4.026030,5.589191
1.000000,11.507152,4.037634,5.564849
1.000000,11.599150,3.918152,5.625112
1.000000,11.049428,4.268094,5.791905
1.000000,10.980279,4.278386,5.801178
1.000000,10.901086,4.301328,5.835923
1.000000,11.129242,4.206021,5.761250
1.000000,11.510262,4.019326,5.608959
1.000000,10.555462,4.603114,5.886728
1.000000,10.662343,4.498084,5.881598
1.000000,13.061440,2.643302,5.466434
1.000000,9.327934,5.252528,6.002260
1.000000,11.219447,4.105121,5.784173
1.000000,9.377313,5.872097,6.094646
1.000000,5.122499,8.346712,6.262096
1.000000,4.475368,7.454266,6.038538
1.000000,5.637435,7.948720,6.376441
1.000000,2.779608,7.467685,5.602345
1.000000,1.135212,6.433558,5.175806
1.000000,0.495979,5.639511,4.883781
1.000000,1.281813,6.433870,5.251870
1.000000,-0.710045,3.919718,4.294011
1.000000,1.976619,7.577557,5.357784
1.000000,3.744902,7.882713,5.916117
1.000000,7.208519,6.090312,6.122488
1.000000,9.349092,5.266251,6.023340
1.000000,4.055497,7.003398,5.851060
1.000000,4.627294,7.364480,6.048069
1.000000,0.770319,6.021483,5.128029
1.000000,-1.460129,2.758253,3.718580
1.000000,-0.517831,4.274651,4.435248
1.000000,-2.511401,0.934719,3.440422
1.000000,-2.806389,-0.526046,2.801915
1.000000,-0.934207,3.239277,3.740775
1.000000,-2.011802,1.496113,3.613489
1.000000,0.512342,5.655444,4.830040
1.000000,0.545148,4.929508,4.841721
1.000000,-2.496108,0.910553,3.441719
1.000000,-2.543387,-0.027569,2.883047
1.000000,-2.421016,1.026148,3.371407
1.000000,-1.094947,2.771236,3.919697
1.000000,1.622755,6.680385,5.116230
2.000000,3.378408,8.498182,5.755908
2.000000,2.182684,6.532008,5.364037
2.000000,3.633856,7.845276,5.786266
2.000000,5.131414,7.630463,6.230136
2.000000,2.722753,7.540566,5.583881
2.000000,2.768660,6.205780,5.391313
2.000000,0.831669,4.715757,4.606897
2.000000,2.529161,6.133032,5.248390
2.000000,7.931630,6.741856,6.374884
2.000000,13.588611,2.263240,5.487745
2.000000,12.802175,2.882267,5.414983
2.000000,13.476780,2.157334,5.326571
2.000000,10.725196,4.576209,5.758128
2.000000,5.546656,7.154960,6.195964
2.000000,1.438412,6.467618,5.117857
2.000000,3.104760,8.685066,5.692528
2.000000,2.543377,7.326075,5.538097
2.000000,11.907099,3.849078,5.364922
2.000000,13.460452,2.523577,5.684946
2.000000,2.900525,7.216215,5.540301
2.000000,-0.308045,3.893490,4.081286
2.000000,-0.697385,3.466351,3.877313
2.000000,0.893619,5.806242,4.843539
2.000000,0.449941,5.677696,4.912363
2.000000,-0.386403,3.376893,4.537269
2.000000,1.120449,4.793553,4.832741
2.000000,-0.342607,4.047911,4.486709
2.000000,-1.051395,2.778131,4.039502
2.000000,5.586533,7.838692,6.462207
2.000000,10.738046,4.439438,5.868667
2.000000,7.032651,7.036287,6.306476
2.000000,3.626147,8.744164,5.854532
2.000000,8.609825,5.853633,6.105565
2.000000,11.364674,4.373106,5.424907
2.000000,10.877843,4.568488,5.887638
2.000000,7.625491,6.190740,6.197980
2.000000,8.617224,6.002748,6.205820
2.000000,8.948158,5.916774,6.133559
2.000000,10.899590,4.722893,5.550689
2.000000,10.440336,5.012741,5.745184
2.000000,11.856524,3.765069,5.516833
2.000000,10.111816,5.083292,5.944814
2.000000,8.147696,6.600903,6.411526
2.000000,11.297876,4.241989,5.575381
2.000000,9.191482,5.681074,6.100130
2.000000,7.150561,6.821062,6.298041
2.000000,8.398005,6.295980,6.231627
2.000000,4.688246,6.905327,6.004918
2.000000,3.977411,7.337495,5.893339
2.000000,9.430528,5.544812,6.084090
2.000000,13.128304,2.720486,5.606625
2.000000,13.475943,2.114383,5.294902
2.000000,8.420037,6.685304,6.272315
2.000000,11.260047,4.512809,5.378122
2.000000,13.100964,2.464383,5.285321
2.000000,13.293565,2.224552,5.273632
2.000000,3.842927,7.992362,5.902883
2.000000,3.949298,8.572963,5.975797
2.000000,4.180141,8.387711,6.039989
2.000000,5.804329,6.814080,6.145775
2.000000,10.983851,4.746004,5.460193
2.000000,13.214149,2.517192,5.458138
2.000000,10.688366,4.538620,5.806314
2.000000,7.603723,5.927572,6.085158
2.000000,6.989065,6.573702,6.219492
2.000000,11.887045,3.897486,5.355074
2.000000,9.876668,5.516107,5.982216
2.000000,13.481829,2.470009,5.641257
2.000000,10.786192,4.343803,5.943419
2.000000,7.656640,6.135766,6.117499
2.000000,9.706120,5.330113,5.987965
2.000000,5.688489,6.762286,6.094641
2.000000,6.357506,7.772882,6.460234
2.000000,5.889269,6.845566,6.185020
2.000000,5.729219,7.861790,6.449235
2.000000,5.409636,8.067080,6.377533
2.000000,5.620255,7.943251,6.392939
2.000000,5.568142,7.006025,6.163013
2.000000,4.635914,7.185161,6.042782
2.000000,4.726317,7.373801,6.098356
2.000000,5.851666,6.801094,6.157126
2.000000,6.515429,6.352646,6.136045
2.000000,7.301094,6.491509,6.257133
2.000000,9.212037,6.168311,6.074703
2.000000,10.721136,4.679769,5.749236
2.000000,5.819864,8.010149,6.511464
2.000000,8.111319,6.141415,6.151515
2.000000,9.024613,5.481177,6.057779
2.000000,9.351844,5.294774,6.007480
2.000000,8.032237,6.523401,6.256253
2.000000,5.620848,7.181470,6.216940
2.000000,5.826820,6.883965,6.189730
2.000000,3.993520,7.812108,6.015299
2.000000,2.868883,8.058218,5.622932
2.000000,3.878600,7.574260,5.901799
2.000000,6.272572,6.582905,6.166257
2.000000,2.870973,6.377072,5.448745
2.000000,1.156872,4.900661,4.943726
2.000000,-0.399332,3.866836,4.463461
2.000000,-2.474408,0.801421,3.478410
2.000000,-2.235134,0.749203,3.404813
2.000000,-2.132314,0.947777,3.496350
2.000000,4.749163,7.789098,6.112483
2.000000,2.116364,7.072900,5.461274
2.000000,0.461292,5.835607,4.988958
2.000000,-1.228273,2.457125,3.988037
2.000000,-1.275456,1.947162,4.115527
2.000000,-2.121636,1.070971,3.582392
2.000000,-2.523839,0.295067,3.190633
2.000000,-2.645202,-0.131451,2.964473
2.000000,-2.517914,0.000680,2.878881
2.000000,-2.499293,0.505709,3.145005
2.000000,-2.399633,0.915848,3.322085
2.000000,-1.388036,2.651312,3.573403
2.000000,1.878030,6.773619,5.235868
2.000000,9.812806,5.241927,5.963601
3.000000,10.460399,5.005315,5.775062
3.000000,5.759066,8.123307,6.345964
3.000000,10.935003,4.808442,5.455240
3.000000,6.826097,7.074008,6.307503
3.000000,9.222541,6.009095,6.156089
3.000000,5.146917,7.915699,6.301023
3.000000,9.957626,5.555023,5.959200
3.000000,2.316316,7.598783,5.447283
3.000000,8.168046,6.604818,6.322222
3.000000,0.578901,5.513872,4.782310
3.000000,5.541272,8.245044,6.417451
3.000000,-0.094882,4.973459,4.635578
3.000000,3.597967,8.722524,5.809389
3.000000,0.016612,4.745394,4.475565
3.000000,3.503011,8.672284,5.804936
3.000000,0.849457,5.605464,4.654533
3.000000,3.709299,7.977389,5.900375
3.000000,3.292321,8.760586,5.767107
3.000000,3.681705,6.763355,5.749524
3.000000,9.680016,5.715587,5.935796
3.000000,6.810764,6.550052,6.211349
3.000000,13.515679,2.053590,5.221240
3.000000,10.095041,5.131061,5.879351
3.000000,13.063486,2.538831,5.338432
3.000000,4.234638,7.144102,5.932918
3.000000,8.266881,6.652430,6.300817
3.000000,2.477684,5.143382,5.295893
3.000000,2.253165,7.773016,5.435636
3.000000,1.458047,5.196391,5.077172
3.000000,-0.038645,4.433022,4.212760
3.000000,1.231957,6.351933,5.267129
3.000000,7.775480,6.096030,6.231975
3.000000,2.510168,4.446562,5.072631
3.000000,13.499325,2.222259,5.411402
3.000000,9.354062,5.303125,5.993369
3.000000,5.294852,8.319524,6.487707
3.000000,-1.853217,1.572160,3.747037
3.000000,13.485644,2.126336,5.326642
3.000000,-0.620746,3.432398,4.354198
3.000000,11.999718,3.765014,5.367231
3.000000,-0.679902,3.553417,4.336782
3.000000,2.111929,4.550712,5.046802
3.000000,-2.044325,1.785034,3.406468
3.000000,0.227721,4.512173,4.425329
3.000000,-2.590150,0.774486,3.413756
3.000000,1.435423,6.057787,4.912048
3.000000,-2.375108,0.343396,2.947971
3.000000,1.557863,5.746156,4.960593
3.000000,-0.357253,3.796502,4.063435
3.000000,3.199705,8.265411,5.690001
3.000000,-1.282070,2.026139,4.081378
3.000000,2.361783,5.023943,5.194619
3.000000,-1.171967,2.775769,3.916560
3.000000,2.339671,4.565658,5.096682
3.000000,-1.031578,3.204697,3.837538
3.000000,0.829145,4.921543,4.833441
3.000000,-1.027439,2.805125,4.038253
3.000000,0.761193,5.149680,4.853944
3.000000,-0.295220,3.968021,4.589232
3.000000,8.844235,6.061480,6.174284
3.000000,-1.528700,1.814592,3.920077
3.000000,2.598345,5.243771,5.294029
3.000000,-1.562546,1.745890,3.890694
3.000000,1.605779,6.712872,5.110702
3.000000,2.201314,4.675289,5.139245
3.000000,8.109227,6.034898,6.163731
3.000000,5.699896,8.111323,6.533950
3.000000,11.370590,4.392490,5.385960
3.000000,9.472873,5.200306,6.004958
3.000000,7.138411,7.351289,6.299648
3.000000,9.540915,5.133162,6.008297
3.000000,3.762123,8.964657,5.922521
3.000000,0.694196,5.039233,4.723477
3.000000,6.003180,7.899083,6.436928
3.000000,-0.178930,4.110334,4.601974
3.000000,5.175987,8.182364,6.356732
3.000000,0.069264,4.304926,4.580510
3.000000,8.142691,6.478407,6.193972
3.000000,-0.051219,4.097307,4.439843
3.000000,3.854682,8.948787,5.924664
3.000000,0.357782,4.331013,4.521668
3.000000,10.562941,4.918751,5.751867
3.000000,0.056641,4.074576,4.284514
3.000000,7.038511,7.178116,6.395136
3.000000,6.942463,6.187747,6.136981
3.000000,4.120058,8.840862,6.039948
3.000000,8.197886,5.825342,6.083071
3.000000,8.602691,6.220376,6.217436
3.000000,2.449752,5.003816,5.213144
3.000000,7.872799,6.775042,6.306798
3.000000,1.057546,5.020097,4.726693
3.000000,5.360967,8.162912,6.462587
3.000000,2.158024,4.809659,5.116888
3.000000,5.928068,7.891765,6.422869
3.000000,2.092764,4.619268,5.071837
3.000000,6.684144,7.174058,6.345545
3.000000,2.787528,6.712001,5.436888
3.000000,7.198866,6.072040,6.117691
3.000000,4.134561,7.202490,5.920075
3.000000,11.242955,4.435107,5.484777
3.000000,6.049786,6.700868,6.173748
3.000000,7.853631,6.794043,6.337826
3.000000,6.500825,7.501803,6.443200
3.000000,5.534949,6.940055,6.152915
3.000000,11.045488,4.209853,5.872383
3.000000,2.753178,5.371866,5.340727
3.000000,13.497208,2.466430,5.659755
3.000000,3.961025,7.339704,5.903398
3.000000,13.061391,2.703452,5.510068
3.000000,3.544844,6.526603,5.650953
3.000000,10.622961,4.466311,5.951155
3.000000,3.967588,8.030230,5.934657
3.000000,8.028526,6.141822,6.108430
3.000000,5.165621,7.290638,6.156122
3.000000,2.229255,6.089243,5.250343
3.000000,4.613692,7.163412,6.001495
3.000000,2.293423,6.406169,5.303837
3.000000,5.855917,6.756972,6.128001
3.000000,2.896618,6.904263,5.383501
3.000000,11.169611,4.599247,5.390215
3.000000,3.090524,7.021564,5.432878
3.000000,11.626540,4.202123,5.342461
3.000000,2.314139,6.207680,5.240486
3.000000,13.253105,2.338528,5.321106
3.000000,2.078265,6.140389,5.195704
3.000000,10.933775,4.505951,5.841479
3.000000,2.495163,6.370624,5.309296
3.000000,12.012823,3.761295,5.370271
3.000000,3.594770,9.009175,5.849046
3.000000,12.095091,3.681357,5.388529
3.000000,6.481972,6.790947,6.247310
3.000000,10.630967,4.578226,5.776437
3.000000,10.482855,4.829647,5.859604
3.000000,9.117018,6.242104,6.149053
3.000000,11.050647,4.661747,5.462252
3.000000,9.442930,5.851472,6.087739
3.000000,10.682474,4.964632,5.560392
3.000000,10.524156,4.741014,5.916366
3.000000,10.513804,5.036631,5.680038
3.000000,13.444918,2.339637,5.501041
3.000000,11.529312,4.202150,5.406583
3.000000,13.165040,2.553287,5.456779
3.000000,13.367757,2.141191,5.181844
3.000000,13.126409,2.512221,5.433812
3.000000,13.408623,2.096876,5.181834
3.000000,13.111754,2.529887,5.378743
3.000000,13.311922,2.308155,5.276381
3.000000,13.152689,2.620927,5.508997
3.000000,13.305435,2.305914,5.369438
3.000000,12.009084,3.643423,5.478950
3.000000,10.299923,4.950799,5.978995
3.000000,11.919315,3.761489,5.448957
3.000000,6.863967,7.481827,6.314039
3.000000,11.772033,3.978056,5.370804
3.000000,5.262563,8.370799,6.252982
3.000000,11.189057,4.315873,5.639433
3.000000,3.242558,6.396990,5.564861
3.000000,11.143104,4.343778,5.683826
3.000000,2.898168,7.587098,5.635827
3.000000,11.850916,3.812652,5.421488
3.000000,2.859737,7.434064,5.562412
3.000000,10.718501,4.660813,5.758187
3.000000,2.700086,7.399334,5.614254
3.000000,8.514243,6.249287,6.172044
3.000000,2.825954,7.502769,5.562011
3.000000,7.458136,6.428391,6.189430
3.000000,5.801330,6.818275,6.148410
3.000000,11.119239,4.372913,5.700788
3.000000,6.615026,6.918477,6.259273
3.000000,10.158644,5.210219,5.825735
3.000000,4.524689,6.443451,5.838865
3.000000,13.530028,2.423162,5.615861
3.000000,2.453823,6.255014,5.347746
3.000000,10.797180,4.757079,5.638212
3.000000,1.810957,4.704725,4.984869
3.000000,4.895360,7.572409,6.151742
3.000000,2.919911,6.269777,5.422626
3.000000,3.575924,6.552788,5.677059
3.000000,2.842920,7.042667,5.416955
3.000000,5.868318,7.673529,6.412644
3.000000,6.417810,7.507894,6.424217
3.000000,2.412001,6.792411,5.518787
3.000000,5.725764,8.022114,6.511948
3.000000,0.850236,6.112782,5.103855
3.000000,-1.237957,1.895980,4.123472
3.000000,0.044669,5.182046,4.738781
3.000000,7.622494,6.013946,6.115212
3.000000,1.011684,6.057249,5.219962
3.000000,10.714885,4.374827,5.866053
3.000000,-1.134846,2.961056,3.955236
3.000000,1.681120,6.004024,5.230120
3.000000,1.966516,7.555126,5.361688
3.000000,0.782651,5.300864,4.876184
3.000000,3.752122,8.587288,5.905641
3.000000,-0.235648,3.551378,4.521323
3.000000,7.236665,5.762041,6.005664
3.000000,-1.297895,1.973653,4.095849
3.000000,7.279928,5.761490,6.006441
3.000000,-2.317033,0.892849,3.654919
3.000000,1.972143,5.904711,5.168735
3.000000,-2.781828,-0.354820,2.813402
3.000000,3.688511,7.652773,5.836287
3.000000,-1.905759,1.871842,3.299293
3.000000,0.126483,4.924150,4.804206
3.000000,-1.317703,2.755560,3.810388
3.000000,-1.461114,2.645610,3.662326
3.000000,1.149530,5.179368,4.916420
3.000000,-1.527607,2.739360,3.701925
3.000000,6.205685,6.522997,6.133713
3.000000,-2.779071,0.191930,3.233968
3.000000,4.751610,6.419213,5.875382
3.000000,-2.780106,-0.480752,2.797929
3.000000,1.209302,4.682187,4.916598
3.000000,-0.885605,3.270069,3.721104
3.000000,-2.405605,0.782985,3.215132
3.000000,-1.035205,2.853974,4.061805
3.000000,-2.830868,-0.374694,2.762940
3.000000,-0.467632,4.370121,4.513593
3.000000,-2.950526,-0.677398,2.853936
3.000000,-0.238418,4.538163,4.763155
3.000000,-2.888855,-0.625255,2.858951
3.000000,-2.625060,0.812790,3.494963
3.000000,-2.448292,0.581093,3.057001
3.000000,-2.803708,-0.368424,2.910638
3.000000,-1.841760,2.040690,3.390834
3.000000,-2.512038,0.895663,3.420315
3.000000,-2.414085,0.785573,3.223101
3.000000,-2.231247,1.247150,3.435506
3.000000,-0.672502,3.579118,4.027363
3.000000,0.801919,5.410949,4.599523
3.000000,2.879867,6.491651,5.427470
3.000000,9.788849,5.611032,5.965699
4.000000,2.447642,7.954387,5.496274
4.000000,1.009248,6.042402,5.064278
4.000000,-0.391325,4.118663,4.610685
4.000000,1.147278,6.441943,5.125510
4.000000,5.580790,7.201619,6.224873
4.000000,2.970682,7.361329,5.469000
4.000000,0.756850,5.266916,4.486979
4.000000,2.278771,6.189290,5.342151
4.000000,2.916526,7.222146,5.594495
4.000000,-0.347391,4.461576,4.612783
4.000000,4.446824,6.921916,5.941844
4.000000,-1.101031,3.013724,3.781700
4.000000,2.012231,6.013730,5.179446
4.000000,-0.269396,3.933750,4.131500
4.000000,0.847268,5.046428,4.825849
4.000000,0.127976,3.900080,4.478366
4.000000,-0.811873,3.361105,3.863458
4.000000,1.958604,5.918733,5.155003
4.000000,4.054857,8.557835,6.038878
4.000000,5.104809,8.272992,6.416900
4.000000,11.526299,3.954823,5.654993
4.000000,9.452971,5.931492,6.082860
4.000000,9.874793,5.293335,5.938869
4.000000,11.955433,3.695288,5.494115
4.000000,12.839810,2.820866,5.395466
4.000000,0.141489,3.949070,4.786753
4.000000,8.571866,6.128015,6.158998
4.000000,-1.402585,2.701658,3.590420
4.000000,2.386014,6.891039,5.496068
4.000000,-1.958197,0.953161,3.600765
4.000000,0.944655,6.311579,5.131959
4.000000,5.679448,7.651381,6.310489
4.000000,0.104553,5.302845,4.798199
4.000000,10.788260,4.481479,5.865075
4.000000,1.547444,6.841397,5.392112
4.000000,13.332470,2.203763,5.143086
4.000000,3.940508,7.535483,5.871662
4.000000,0.459873,5.866924,5.006699
4.000000,3.826293,6.795625,5.754832
4.000000,3.546361,9.023739,5.845400
4.000000,-2.092578,1.450916,3.601856
4.000000,3.292222,8.867271,5.764276
4.000000,-2.380661,0.470325,3.063998
4.000000,-1.290285,2.898966,3.564163
4.000000,-2.464597,0.253294,2.975218
4.000000,-1.394889,2.787325,3.609329
4.000000,-2.198281,0.897101,3.211624
4.000000,-0.013668,5.135592,4.726808
4.000000,-1.777230,2.073555,3.312376
4.000000,-1.714177,2.234907,3.435232
4.000000,-0.459573,3.752096,4.095009
4.000000,-1.856713,1.994249,3.434867
4.000000,-0.456712,3.461681,4.475036
4.000000,1.276454,6.773017,5.247132
4.000000,-0.300788,3.966291,4.499752
4.000000,2.535097,7.939064,5.534709
4.000000,-0.505074,4.165852,4.404145
4.000000,7.158839,6.149600,6.126996
4.000000,8.194877,5.839031,6.072466
4.000000,2.446573,7.832357,5.510174
4.000000,9.353585,5.292395,6.013705
4.000000,0.993523,5.152115,4.957565
4.000000,6.447073,7.528636,6.421080
4.000000,4.905564,7.658479,6.189504
4.000000,5.425827,8.429924,6.280901
4.000000,1.198676,5.580431,4.738496
4.000000,7.658896,6.005331,6.111641
4.000000,5.577788,7.700901,6.344687
4.000000,10.687376,4.975959,5.551236
4.000000,0.384905,4.737409,4.590075
4.000000,12.663973,3.033070,5.424236
4.000000,1.325220,6.379917,5.143250
4.000000,-0.012566,4.311895,4.410779
4.000000,3.641374,8.722967,5.885080
4.000000,0.473686,4.798865,4.400153
4.000000,3.908526,8.636528,5.969906
4.000000,1.104769,5.682411,4.705936
4.000000,11.750626,3.773706,5.582524
4.000000,2.377579,6.355805,5.250038
4.000000,10.653899,4.710902,5.788106
4.000000,2.388518,5.205632,5.200765
4.000000,6.975438,6.854517,6.289627
4.000000,2.189146,4.525184,5.068073
4.000000,5.239296,8.278028,6.372108
4.000000,3.652585,7.774169,5.830544
4.000000,3.459138,8.496775,5.778679
4.000000,8.133750,6.379992,6.207704
4.000000,3.874800,8.597805,5.959601
4.000000,8.471233,6.258639,6.191340
4.000000,6.648462,7.156768,6.341774
4.000000,6.090454,6.662360,6.154129
4.000000,3.724110,8.766699,5.797503
4.000000,5.073062,7.874105,6.256188
4.000000,3.376257,8.582204,5.772668
4.000000,5.296625,7.815843,6.316305
4.000000,2.668991,8.018134,5.585780
4.000000,3.731182,7.293607,5.799840
4.000000,3.708050,9.012770,5.882127
4.000000,4.205165,7.048850,5.911598
4.000000,3.175200,8.326864,5.725972
4.000000,7.684430,6.102810,6.110471
4.000000,1.664541,7.159861,5.271217
4.000000,9.455022,5.451721,6.040103
4.000000,4.317030,7.231548,5.976119
4.000000,13.085005,2.531040,5.355251
4.000000,2.511919,7.154642,5.442162
4.000000,9.831059,5.662385,5.983590
4.000000,1.212427,6.392592,5.102971
4.000000,7.944269,6.816087,6.336122
