7.558697700500488281e+00,7.003330707550048828e+00
5.433073520660400391e+00,8.604903221130371094e+00
5.239588737487792969e+00,8.864354133605957031e+00
7.765031337738037109e+00,8.920748710632324219e+00
4.838958740234375000e+00,6.509552001953125000e+00
6.790065765380859375e+00,7.369986057281494141e+00
5.074360370635986328e+00,6.275852680206298828e+00
7.021801471710205078e+00,6.610108852386474609e+00
7.079054832458496094e+00,7.423112869262695312e+00
7.005887985229492188e+00,9.069611549377441406e+00
6.199921607971191406e+00,9.476136207580566406e+00
6.408174037933349609e+00,7.980933189392089844e+00
7.249907493591308594e+00,8.386140823364257812e+00
4.803954124450683594e+00,7.517961025238037109e+00
8.107978820800781250e+00,8.710931777954101562e+00
8.354681015014648438e+00,8.324048042297363281e+00
5.483561992645263672e+00,6.745108604431152344e+00
6.466689109802246094e+00,9.935919761657714844e+00
5.830130577087402344e+00,7.498056411743164062e+00
6.892647266387939453e+00,7.502871036529541016e+00
7.937768936157226562e+00,9.357966423034667969e+00
7.684775352478027344e+00,9.607279777526855469e+00
5.779256820678710938e+00,6.949818611145019531e+00
5.177599906921386719e+00,7.795900821685791016e+00
4.870211601257324219e+00,8.132096290588378906e+00
8.068671226501464844e+00,7.755709171295166016e+00
4.963763236999511719e+00,9.108715057373046875e+00
5.956432819366455078e+00,7.584246158599853516e+00
7.006478309631347656e+00,9.783104896545410156e+00
6.289394378662109375e+00,8.722557067871093750e+00
5.985297679901123047e+00,6.897130966186523438e+00
7.846470832824707031e+00,6.700951576232910156e+00
5.715153217315673828e+00,1.010628318786621094e+01
5.206668376922607422e+00,8.303476333618164062e+00
6.091773509979248047e+00,8.539242744445800781e+00
6.971368789672851562e+00,8.036912918090820312e+00
5.204903125762939453e+00,9.442383766174316406e+00
6.464572429656982422e+00,7.123606204986572266e+00
6.918752193450927734e+00,6.602771282196044922e+00
7.315319061279296875e+00,9.899353981018066406e+00
4.735999107360839844e+00,9.213020324707031250e+00
4.637140274047851562e+00,9.369463920593261719e+00
4.764339923858642578e+00,8.557312965393066406e+00
6.387345314025878906e+00,8.515543937683105469e+00
7.072530269622802734e+00,8.259139060974121094e+00
8.007802009582519531e+00,7.667714118957519531e+00
6.566994190216064453e+00,9.026002883911132812e+00
6.315076351165771484e+00,7.807481288909912109e+00
6.069791316986083984e+00,7.825315475463867188e+00
4.222627639770507812e+00,9.476803779602050781e+00
5.802860260009765625e+00,6.999113559722900391e+00
6.712514400482177734e+00,9.293750762939453125e+00
4.481556892395019531e+00,9.477477073669433594e+00
5.810104846954345703e+00,8.544486045837402344e+00
8.169699668884277344e+00,7.151159286499023438e+00
6.482205390930175781e+00,1.021811294555664062e+01
7.081710815429687500e+00,9.275698661804199219e+00
7.577789783477783203e+00,8.624073982238769531e+00
7.112806320190429688e+00,8.860478401184082031e+00
6.509129047393798828e+00,7.593947410583496094e+00
6.345433712005615234e+00,6.526348114013671875e+00
7.197925090789794922e+00,7.569627285003662109e+00
5.861707687377929688e+00,8.977752685546875000e+00
6.646781444549560547e+00,7.858509540557861328e+00
7.444809436798095703e+00,9.037892341613769531e+00
7.993739128112792969e+00,9.417882919311523438e+00
5.598689556121826172e+00,6.503532886505126953e+00
7.652826309204101562e+00,7.066685676574707031e+00
5.645392417907714844e+00,9.998020172119140625e+00
5.001665115356445312e+00,7.364876270294189453e+00
5.467681407928466797e+00,8.926506996154785156e+00
6.395617008209228516e+00,9.050824165344238281e+00
7.780939102172851562e+00,7.805239200592041016e+00
8.008749961853027344e+00,6.706284999847412109e+00
4.659698963165283203e+00,8.476240158081054688e+00
5.652885913848876953e+00,8.591214179992675781e+00
6.193865299224853516e+00,9.856814384460449219e+00
5.227523326873779297e+00,8.023380279541015625e+00
5.672642230987548828e+00,8.172668457031250000e+00
5.576288223266601562e+00,9.318777084350585938e+00
5.389127254486083984e+00,9.701746940612792969e+00
5.345362663269042969e+00,7.930085659027099609e+00
6.896448135375976562e+00,9.664026260375976562e+00
6.044435024261474609e+00,8.413187026977539062e+00
6.556079864501953125e+00,8.381356239318847656e+00
7.880967140197753906e+00,9.100031852722167969e+00
4.777802944183349609e+00,7.396576404571533203e+00
6.644326210021972656e+00,6.360934257507324219e+00
5.146036148071289062e+00,7.662539958953857422e+00
7.507572650909423828e+00,9.084716796875000000e+00
6.223212718963623047e+00,6.935725688934326172e+00
8.014783859252929688e+00,7.167781829833984375e+00
4.845064640045166016e+00,8.100518226623535156e+00
5.484720706939697266e+00,7.027642726898193359e+00
6.422627925872802734e+00,9.430074691772460938e+00
5.695733547210693359e+00,8.360181808471679688e+00
6.522080421447753906e+00,6.351737022399902344e+00
7.688789367675781250e+00,7.810294151306152344e+00
5.805189132690429688e+00,9.686580657958984375e+00
6.815587997436523438e+00,8.169454574584960938e+00
7.901171684265136719e+00,7.283215522766113281e+00
6.517963886260986328e+00,9.965602874755859375e+00
6.423584938049316406e+00,8.586714744567871094e+00
7.818616867065429688e+00,6.692597389221191406e+00
7.761927604675292969e+00,7.025796413421630859e+00
4.668125152587890625e+00,6.494593620300292969e+00
6.068835258483886719e+00,6.194905757904052734e+00
7.120594501495361328e+00,8.976543426513671875e+00
5.900376796722412109e+00,8.486448287963867188e+00
6.627112388610839844e+00,7.962685108184814453e+00
3.963220357894897461e+00,7.997889041900634766e+00
6.833239078521728516e+00,8.466428756713867188e+00
6.092295646667480469e+00,9.080119132995605469e+00
7.308298587799072266e+00,8.426368713378906250e+00
5.854608058929443359e+00,9.494282722473144531e+00
5.994604587554931641e+00,7.352904319763183594e+00
6.656795024871826172e+00,7.220784187316894531e+00
4.884754657745361328e+00,7.717589378356933594e+00
6.854061603546142578e+00,7.553522109985351562e+00
5.133135318756103516e+00,9.278614997863769531e+00
6.315196037292480469e+00,9.496564865112304688e+00
7.024578094482421875e+00,1.017984771728515625e+01
6.880502700805664062e+00,8.016427040100097656e+00
6.385497570037841797e+00,7.766223430633544922e+00
6.029653549194335938e+00,9.046015739440917969e+00
7.361177921295166016e+00,7.295812606811523438e+00
6.742475032806396484e+00,8.977689743041992188e+00
5.830636978149414062e+00,7.675584316253662109e+00
5.260761737823486328e+00,9.258170127868652344e+00
5.563342571258544922e+00,9.100271224975585938e+00
5.893235206604003906e+00,8.266549110412597656e+00
4.667568683624267578e+00,7.269197463989257812e+00
6.831323623657226562e+00,6.616972923278808594e+00
7.316550731658935547e+00,6.881547451019287109e+00
5.048582077026367188e+00,1.007222270965576172e+01
7.280230998992919922e+00,6.250829696655273438e+00
7.741024017333984375e+00,8.221248626708984375e+00
5.443561077117919922e+00,7.326870441436767578e+00
6.020125389099121094e+00,6.225012302398681641e+00
6.985453128814697266e+00,7.675102233886718750e+00
6.454494476318359375e+00,7.298529624938964844e+00
6.355332851409912109e+00,7.401415824890136719e+00
7.576445102691650391e+00,9.706011772155761719e+00
6.557138919830322266e+00,6.243490695953369141e+00
4.303923130035400391e+00,9.125658035278320312e+00
6.153143882751464844e+00,8.056098937988281250e+00
6.289817333221435547e+00,9.575764656066894531e+00
6.892148971557617188e+00,7.370683670043945312e+00
5.302226066589355469e+00,8.397559165954589844e+00
6.341910839080810547e+00,8.901091575622558594e+00
7.405153751373291016e+00,8.318697929382324219e+00
6.910742759704589844e+00,8.503935813903808594e+00
6.385520935058593750e+00,8.714292526245117188e+00
6.321896076202392578e+00,6.853302478790283203e+00
6.548509120941162109e+00,9.311973571777343750e+00
5.465888977050781250e+00,6.215250492095947266e+00
5.958608627319335938e+00,9.215948104858398438e+00
5.635160923004150391e+00,6.874825000762939453e+00
5.041724681854248047e+00,8.670209884643554688e+00
5.992963790893554688e+00,1.005562114715576172e+01
4.229972362518310547e+00,8.048788070678710938e+00
6.209224700927734375e+00,7.699497222900390625e+00
4.884471416473388672e+00,9.719848632812500000e+00
6.958189487457275391e+00,6.853888511657714844e+00
5.885023593902587891e+00,8.679236412048339844e+00
4.856067180633544922e+00,7.436793804168701172e+00
6.128098011016845703e+00,8.364831924438476562e+00
7.530518531799316406e+00,8.457211494445800781e+00
5.548937797546386719e+00,8.327874183654785156e+00
7.840831756591796875e+00,7.435511589050292969e+00
5.707756042480468750e+00,8.268711090087890625e+00
4.270117759704589844e+00,8.579585075378417969e+00
7.249933242797851562e+00,7.005431652069091797e+00
5.768747806549072266e+00,9.481822967529296875e+00
6.851974964141845703e+00,9.546897888183593750e+00
4.931834220886230469e+00,9.617547988891601562e+00
4.967937469482421875e+00,7.876973628997802734e+00
7.090869903564453125e+00,7.327484607696533203e+00
7.093155384063720703e+00,9.572947502136230469e+00
5.161262512207031250e+00,7.750225067138671875e+00
6.877379894256591797e+00,8.102025985717773438e+00
5.749017238616943359e+00,6.447294235229492188e+00
7.654917240142822266e+00,8.366089820861816406e+00
6.363996028900146484e+00,6.139584064483642578e+00
6.126197814941406250e+00,8.453866958618164062e+00
4.358313083648681641e+00,8.004941940307617188e+00
7.438961505889892578e+00,6.617475032806396484e+00
5.704204082489013672e+00,7.573144912719726562e+00
6.699590682983398438e+00,6.291717529296875000e+00
6.663900375366210938e+00,8.815881729125976562e+00
7.132509231567382812e+00,7.465905189514160156e+00
6.471080303192138672e+00,8.207100868225097656e+00
5.601468563079833984e+00,9.867629051208496094e+00
6.641125202178955078e+00,8.800889015197753906e+00
6.418895244598388672e+00,6.677192211151123047e+00
6.267588138580322266e+00,7.903981208801269531e+00
5.652588844299316406e+00,7.137582302093505859e+00
5.486754894256591797e+00,7.514796257019042969e+00
5.083558082580566406e+00,8.862702369689941406e+00
5.896788120269775391e+00,8.811929702758789062e+00
4.703835964202880859e+00,8.130858421325683594e+00
7.078202724456787109e+00,8.146284103393554688e+00
4.590350151062011719e+00,8.325644493103027344e+00
4.833753585815429688e+00,7.035113811492919922e+00
5.535608291625976562e+00,7.785498142242431641e+00
7.093079566955566406e+00,8.685032844543457031e+00
4.524892807006835938e+00,8.146078109741210938e+00
5.722025871276855469e+00,9.318938255310058594e+00
7.108527660369873047e+00,8.626398086547851562e+00
5.118004322052001953e+00,8.622896194458007812e+00
5.656340122222900391e+00,6.634394645690917969e+00
5.996851921081542969e+00,7.924922466278076172e+00
6.188720226287841797e+00,8.441559791564941406e+00
6.890676975250244141e+00,7.949846744537353516e+00
6.063105583190917969e+00,7.989147663116455078e+00
6.568868637084960938e+00,7.452861309051513672e+00
7.292306900024414062e+00,7.407319545745849609e+00
7.456680297851562500e+00,8.344126701354980469e+00
6.302623748779296875e+00,8.359968185424804688e+00
8.336537361145019531e+00,7.870530605316162109e+00
5.364617824554443359e+00,8.914081573486328125e+00
4.340465545654296875e+00,9.656262397766113281e+00
7.274600028991699219e+00,7.845860481262207031e+00
6.005622386932373047e+00,9.028668403625488281e+00
5.405716419219970703e+00,7.989589691162109375e+00
7.272454261779785156e+00,8.584248542785644531e+00
7.711813926696777344e+00,6.552069187164306641e+00
5.969891548156738281e+00,7.487194538116455078e+00
5.580518722534179688e+00,7.738137245178222656e+00
8.107662200927734375e+00,8.232462882995605469e+00
4.682261943817138672e+00,6.620615959167480469e+00
4.918456554412841797e+00,7.466025352478027344e+00
4.900139331817626953e+00,8.165511131286621094e+00
6.683609008789062500e+00,6.924110412597656250e+00
7.486155033111572266e+00,8.993927955627441406e+00
5.924393653869628906e+00,9.035825729370117188e+00
7.744853019714355469e+00,7.996840000152587891e+00
5.144834518432617188e+00,6.873056411743164062e+00
7.343516826629638672e+00,7.850535392761230469e+00
6.715237617492675781e+00,7.459804058074951172e+00
6.109365463256835938e+00,9.334233283996582031e+00
5.624047279357910156e+00,7.277288913726806641e+00
6.702862739562988281e+00,7.410210132598876953e+00
4.340430259704589844e+00,8.897072792053222656e+00
7.374419212341308594e+00,7.050423145294189453e+00
7.075499534606933594e+00,7.867579460144042969e+00
6.237721920013427734e+00,6.970488548278808594e+00
5.610802650451660156e+00,8.521652221679687500e+00
5.938232421875000000e+00,8.164805412292480469e+00
5.066904544830322266e+00,8.196995735168457031e+00
7.774147033691406250e+00,8.469467163085937500e+00
6.145749568939208984e+00,6.134618282318115234e+00
6.871614456176757812e+00,6.945178985595703125e+00
